180323 blackblob to Tao Leaf v02 100* 05:14:59 Parameters 0.38837,0.043723,0.14897,0.915841,0.754925,0.849735,0.419046,0.588386,0.084896,0.355599,0.863911,0.707113,0.067541,0.661709,0.383702,0.258419,0.372982,0.847073,0.730241,0.544022,0.518862,0.328725,0.461653,0.53508,0.959052,0.549646,0.655417,0.452748,0.344249,0.175879,0.175055,0.356049,0.617184,0.655401,0.241708,0.032741,0.145205,0.511147,0.981322 Objective 2.42366494320032E-22
180323 blackblob to Tao Leaf v02 100* 05:15:01 Parameters 0.115236,0.803843,0.030022,0.073414,0.0191,0.181157,0.766837,0.688401,0.367647,0.690034,0.652441,0.51995,0.961236,0.10592,0.686599,0.547445,0.312776,0.702681,0.4013,0.313261,0.615593,0.297874,0.416226,0.605571,0.287836,0.514135,0.374528,0.329278,0.8545,0.877723,0.220434,0.37911,0.827084,0.016414,0.143233,0.130464,0.830761,0.492477,0.304532 Objective 2.14749284977255E-23
180323 blackblob to Tao Leaf v02 100* 05:15:04 Parameters 0.331308,0.980979,0.435522,0.031046,0.329556,0.822494,0.256882,0.988069,0.047795,0.41131,0.923448,0.901177,0.919302,0.437121,0.650679,0.001648,0.453026,0.571335,0.851033,0.760355,0.411831,0.986487,0.057348,0.260364,0.021935,0.734366,0.077512,0.434868,0.040678,0.25382,0.776941,0.537806,0.941574,0.353891,0.2713,0.702467,0.803564,0.427251,0.406447 Objective 0.031976617872715
180323 blackblob to Tao Leaf v02 100* 05:15:06 Parameters 0.080234,0.28933,0.506605,0.531312,0.292074,0.349063,0.789294,0.547003,0.96124,0.647412,0.096334,0.813028,0.541683,0.134865,0.787513,0.774782,0.195814,0.338281,0.133274,0.736859,0.050984,0.845392,0.666888,0.438969,0.472728,0.247074,0.802738,0.126064,0.443292,0.301078,0.437581,0.896144,0.975991,0.236471,0.789611,0.731168,0.951704,0.663416,0.015112 Objective 3.03456772655448E-23
180323 blackblob to Tao Leaf v02 100* 05:15:08 Parameters 0.159357,0.938287,0.969996,0.360367,0.198576,0.092981,0.118814,0.207759,0.190788,0.47519,0.413379,0.785187,0.637434,0.30525,0.043984,0.467529,0.126065,0.935112,0.768993,0.979863,0.673201,0.472997,0.613686,0.105079,0.04758,0.557426,0.647022,0.209797,0.665236,0.234473,0.236301,0.049383,0.65844,0.256801,0.561042,0.795092,0.44065,0.250548,0.936347 Objective 7.83443373040801E-20
180323 blackblob to Tao Leaf v02 100* 05:15:11 Parameters 0.409011,0.331323,0.64946,0.63837,0.970024,0.558752,0.31857,0.158453,0.553142,0.735895,0.740914,0.026127,0.836565,0.343237,0.165779,0.366838,0.016949,0.320423,0.107128,0.332128,0.719811,0.613518,0.693428,0.290295,0.106811,0.262735,0.150679,0.068343,0.113941,0.709015,0.595243,0.94757,0.381359,0.946308,0.17941,0.296025,0.415509,0.887296,0.707981 Objective 3.2149410502123E-21
180323 blackblob to Tao Leaf v02 100* 05:15:14 Parameters 0.14542,0.897587,0.563181,0.43035,0.265339,0.726349,0.606821,0.947798,0.519599,0.792003,0.698204,0.263342,0.391293,0.09999,0.51117,0.636522,0.896836,0.198305,0.447598,0.238941,0.183269,0.801631,0.730404,0.550562,0.079985,0.43656,0.339701,0.078059,0.009657,0.35933,0.155365,0.473047,0.058028,0.148896,0.774856,0.614746,0.01613,0.971555,0.295146 Objective 2.12293652487167E-22
180323 blackblob to Tao Leaf v02 100* 05:15:16 Parameters 0.240669,0.532889,0.843329,0.277669,0.088045,0.635387,0.640109,0.601921,0.940632,0.111877,0.260655,0.752402,0.864762,0.398593,0.024049,0.189463,0.663505,0.900593,0.280495,0.631481,0.855877,0.212607,0.525557,0.141466,0.489603,0.324695,0.955096,0.605138,0.963995,0.001366,0.892377,0.298492,0.181005,0.692035,0.64022,0.010962,0.28471,0.161429,0.635361 Objective 2.36044734997268E-25
180323 blackblob to Tao Leaf v02 100* 05:15:19 Parameters 0.83317,0.132096,0.103055,0.210264,0.900644,0.283366,0.396636,0.255914,0.806979,0.930389,0.490009,0.247479,0.897362,0.273955,0.143467,0.521102,0.252517,0.26453,0.904758,0.393018,0.993954,0.058882,0.582909,0.490356,0.18961,0.355319,0.614436,0.894762,0.243681,0.957823,0.865491,0.771858,0.137001,0.576885,0.983206,0.516501,0.344392,0.697314,0.66802 Objective 9.26503266486479E-27
180323 blackblob to Tao Leaf v02 100* 05:15:21 Parameters 0.444428,0.493551,0.690813,0.245371,0.479451,0.686248,0.887113,0.149449,0.494559,0.50991,0.379003,0.367336,0.692542,0.598504,0.896039,0.074021,0.030203,0.049581,0.260952,0.883526,0.878895,0.487284,0.642944,0.800292,0.426254,0.658678,0.747494,0.382914,0.276103,0.512938,0.055191,0.798548,0.028613,0.473434,0.277141,0.546451,0.247188,0.180101,0.429862 Objective 1.48880383791765E-17
180323 blackblob to Tao Leaf v02 100* 05:15:24 Parameters 0.368226,0.955175,0.914961,0.192409,0.737875,0.458067,0.851477,0.758488,0.615406,0.397172,0.610371,0.222856,0.013522,0.617951,0.540744,0.420806,0.105614,0.583876,0.099956,0.65596,0.83784,0.91097,0.441478,0.317526,0.907706,0.811471,0.257523,0.1785,0.752745,0.559747,0.457459,0.328821,0.508208,0.988465,0.952564,0.811712,0.695361,0.72168,0.087994 Objective 1.54433519744915E-21
180323 blackblob to Tao Leaf v02 100* 05:15:26 Parameters 0.270405,0.268021,0.374116,0.608758,0.38863,0.312438,0.363723,0.506014,0.462268,0.147157,0.320868,0.087114,0.819075,0.187703,0.491944,0.901832,0.38035,0.379686,0.0563,0.857094,0.43093,0.030296,0.860327,0.042766,0.932298,0.078826,0.189401,0.15982,0.455255,0.582981,0.921109,0.504605,0.24069,0.192661,0.317044,0.162174,0.115569,0.738245,0.369901 Objective 2.72960946524569E-16
180323 blackblob to Tao Leaf v02 100* 05:15:29 Parameters 0.632842,0.242677,0.942807,0.33411,0.552378,0.614558,0.448519,0.236916,0.775127,0.671939,0.102358,0.931161,0.480796,0.790966,0.295961,0.111235,0.153531,0.15117,0.673476,0.358462,0.787538,0.638768,0.766225,0.089494,0.673027,0.136536,0.551361,0.047547,0.9215,0.203163,0.706698,0.22018,0.69349,0.511357,0.329247,0.107681,0.077264,0.413678,0.820257 Objective 4.55300408356677E-26
180323 blackblob to Tao Leaf v02 100* 05:15:31 Parameters 0.009656,0.604066,0.283133,0.305044,0.664708,0.225787,0.570485,0.072562,0.770111,0.582247,0.165041,0.836427,0.502195,0.539253,0.772796,0.654714,0.524865,0.408598,0.221686,0.024206,0.383838,0.166798,0.250832,0.342878,0.24675,0.615679,0.943005,0.950377,0.128888,0.142899,0.642333,0.68774,0.54513,0.481779,0.839627,0.908062,0.854684,0.214338,0.475695 Objective 5.19081683771167E-20
180323 blackblob to Tao Leaf v02 100* 05:15:34 Parameters 0.58646,0.301741,0.308512,0.876904,0.949111,0.105965,0.522446,0.399005,0.14486,0.089173,0.211304,0.689196,0.459307,0.282239,0.405122,0.145532,0.242053,0.970099,0.827185,0.274228,0.283954,0.546113,0.901115,0.223457,0.724951,0.676847,0.87845,0.402375,0.597449,0.341678,0.549937,0.019054,0.272724,0.562999,0.217853,0.925844,0.151128,0.146824,0.222807 Objective 7.69103001587715E-21
180323 blackblob to Tao Leaf v02 100* 05:15:37 Parameters 0.766578,0.467431,0.587087,0.840488,0.816398,0.539292,0.063026,0.324098,0.655985,0.814509,0.012152,0.733629,0.025005,0.241736,0.0625,0.954646,0.493326,0.616729,0.180805,0.145943,0.586646,0.669762,0.925719,0.765883,0.842658,0.214061,0.541968,0.741552,0.819842,0.771705,0.564365,0.580988,0.892059,0.787454,0.730971,0.99482,0.184053,0.793357,0.379702 Objective 3.19118428569487E-20
180323 blackblob to Tao Leaf v02 100* 05:15:39 Parameters 0.535094,0.196515,0.090309,0.975781,0.690108,0.761236,0.732861,0.86368,0.348802,0.062504,0.521314,0.132416,0.659781,0.818361,0.436689,0.823199,0.990797,0.35055,0.510929,0.03967,0.496903,0.375644,0.988191,0.783007,0.877341,0.588383,0.902507,0.102922,0.189809,0.917637,0.514945,0.260276,0.591986,0.206326,0.823761,0.221682,0.536928,0.994434,0.163319 Objective 7.79559915444085E-28
180323 blackblob to Tao Leaf v02 100* 05:15:42 Parameters 0.724305,0.375296,0.345896,0.799808,0.056415,0.059336,0.335406,0.655279,0.631763,0.977878,0.881803,0.862466,0.221191,0.055841,0.991248,0.211719,0.612918,0.474877,0.557775,0.575229,0.301027,0.769478,0.389283,0.178613,0.403864,0.024711,0.305092,0.5295,0.987297,0.092932,0.041663,0.742971,0.005925,0.062657,0.36875,0.264821,0.642853,0.535532,0.780912 Objective 2.21131355177125E-15
180323 blackblob to Tao Leaf v02 100* 05:15:44 Parameters 0.732262,0.664789,0.005112,0.874779,0.423718,0.478581,0.847746,0.824201,0.853089,0.829677,0.984067,0.193381,0.762136,0.351699,0.554896,0.078358,0.585631,0.143389,0.92787,0.963621,0.802197,0.374574,0.950643,0.061839,0.3348,0.488439,0.462605,0.023186,0.356597,0.62562,0.108876,0.868066,0.789941,0.720542,0.124677,0.593193,0.567987,0.32662,0.05184 Objective 7.65090670745854E-22
180323 blackblob to Tao Leaf v02 100* 05:15:47 Parameters 0.878789,0.782162,0.482504,0.171678,0.026101,0.668619,0.695355,0.71063,0.111942,0.275759,0.951129,0.467648,0.092225,0.936652,0.341314,0.82695,0.75556,0.100562,0.82288,0.40968,0.565569,0.42079,0.206313,0.6306,0.622858,0.16256,0.828049,0.572546,0.080303,0.114335,0.832568,0.074189,0.103121,0.433117,0.91445,0.074428,0.495476,0.031889,0.918219 Objective 4.48870858793246E-28
180323 blackblob to Tao Leaf v02 100* 05:15:49 Parameters 0.659613,0.117787,0.768741,0.484773,0.230613,0.369382,0.040384,0.122441,0.430838,0.951235,0.296708,0.116758,0.935463,0.76166,0.267882,0.931145,0.856605,0.757666,0.362306,0.120352,0.013895,0.134841,0.106265,0.672201,0.514166,0.38977,0.588328,0.848507,0.173748,0.664904,0.770615,0.099502,0.414753,0.880871,0.444089,0.751865,0.666878,0.45318,0.607865 Objective 2.00241553117475E-24
180323 blackblob to Tao Leaf v02 100* 05:15:52 Parameters 0.464689,0.0713,0.384434,0.711829,0.604586,0.964575,0.128103,0.737692,0.597769,0.178654,0.538699,0.479571,0.732273,0.152529,0.822507,0.492763,0.958511,0.20365,0.633687,0.178389,0.087353,0.729346,0.136895,0.921968,0.985545,0.853379,0.86367,0.27104,0.304101,0.049507,0.018856,0.320854,0.56814,0.338689,0.604105,0.416775,0.367067,0.937108,0.327508 Objective 1.79951892863009E-25
180323 blackblob to Tao Leaf v02 100* 05:15:55 Parameters 0.197103,0.163676,0.890856,0.58818,0.705054,0.043417,0.467639,0.075633,0.022084,0.040126,0.184634,0.434068,0.182711,0.464069,0.200013,0.615807,0.216311,0.975724,0.545373,0.465878,0.461771,0.7996,0.181651,0.391758,0.167966,0.937566,0.23023,0.817779,0.640671,0.728025,0.366472,0.405122,0.741587,0.168656,0.870254,0.567109,0.516609,0.357963,0.047391 Objective 3.36307786958997E-22
180323 blackblob to Tao Leaf v02 100* 05:15:57 Parameters 0.509547,0.693769,0.194302,0.510409,0.638399,0.131644,0.08602,0.186069,0.268817,0.702496,0.570815,0.017803,0.354859,0.013115,0.07808,0.375493,0.275513,0.776376,0.882643,0.696016,0.913874,0.864303,0.504258,0.69634,0.385087,0.978434,0.711053,0.912977,0.890402,0.838233,0.620335,0.650513,0.361771,0.909801,0.405459,0.465276,0.880153,0.239254,0.123392 Objective 7.65845170132221E-20
180323 blackblob to Tao Leaf v02 100* 05:16:00 Parameters 0.556808,0.733209,0.40197,0.671801,0.978274,0.932018,0.24766,0.294134,0.982255,0.751403,0.829355,0.378348,0.611679,0.98019,0.853306,0.735537,0.939495,0.509301,0.45212,0.719878,0.108841,0.24654,0.484282,0.720419,0.798294,0.184717,0.443783,0.758707,0.480567,0.793021,0.741897,0.245757,0.640512,0.754133,0.155849,0.9704,0.025332,0.007554,0.456484 Objective 1.31357824159134E-20
180323 blackblob to Tao Leaf v02 100* 05:16:03 Parameters 0.280088,0.921138,0.733521,0.011503,0.468379,0.779474,0.654873,0.83087,0.700418,0.210595,0.773593,0.283638,0.289814,0.643916,0.940828,0.692475,0.737149,0.055534,0.385353,0.447092,0.34625,0.083757,0.243041,0.45974,0.262149,0.409046,0.276222,0.486339,0.267832,0.165324,0.958337,0.965626,0.449456,0.869929,0.499988,0.856079,0.265114,0.309162,0.864641 Objective 5.09629388321741E-22
180323 blackblob to Tao Leaf v02 100* 05:16:05 Parameters 0.210636,0.581628,0.056254,0.114571,0.134418,0.917221,0.29198,0.405224,0.391625,0.426038,0.82115,0.651924,0.33705,0.5648,0.361872,0.898247,0.075141,0.289333,0.339736,0.921275,0.158835,0.250679,0.093423,0.021375,0.805339,0.783704,0.005485,0.519367,0.207527,0.94781,0.990054,0.154193,0.713961,0.378127,0.674483,0.689862,0.935265,0.099056,0.258928 Objective 9.91085045385113E-15
180323 blackblob to Tao Leaf v02 100* 05:16:08 Parameters 0.934016,0.208423,0.244316,0.938907,0.426774,0.988546,0.48632,0.633131,0.84778,0.02094,0.333533,0.608536,0.414108,0.495592,0.730291,0.985239,0.840522,0.478224,0.701974,0.50606,0.218612,0.550182,0.553731,0.929905,0.053241,0.969079,0.693563,0.708075,0.536495,0.424783,0.130814,0.808429,0.86443,0.956244,0.038801,0.385817,0.375159,0.594604,0.774841 Objective 5.42673320137383E-23
180323 blackblob to Tao Leaf v02 100* 05:16:10 Parameters 0.621825,0.350046,0.865989,0.557687,0.150065,0.253563,0.932443,0.901376,0.070489,0.874914,0.050695,0.536803,0.987106,0.698774,0.19953,0.874714,0.679849,0.820137,0.156041,0.213028,0.741767,0.597595,0.280141,0.993701,0.596613,0.829693,0.049016,0.295205,0.926282,0.536414,0.296914,0.922236,0.283298,0.627104,0.886838,0.312056,0.317137,0.051677,0.1451 Objective 6.53936764380451E-33
180323 blackblob to Tao Leaf v02 100* 05:16:13 Parameters 0.310955,0.415513,0.219488,0.757852,0.839481,0.213029,0.720503,0.791895,0.533701,0.46817,0.030036,0.97501,0.307931,0.834278,0.964762,0.714585,0.717871,0.749509,0.008285,0.946115,0.767475,0.31471,0.84128,0.40254,0.868304,0.701522,0.123849,0.985479,0.502464,0.85929,0.802255,0.44718,0.80596,0.102577,0.53878,0.497094,0.069069,0.774045,0.565417 Objective 1.41908592531422E-24
180323 blackblob to Tao Leaf v02 100* 05:16:16 Parameters 0.457689,0.953119,0.078863,0.004812,0.008445,0.999991,0.386969,0.914032,0.067114,0.010225,0.016148,0.002141,0.912633,0.977013,0.005369,0.833227,0.188953,0.897861,0.0006,0.041507,0.006002,0.966714,0.038228,0.027531,0.872721,0.035609,0.904092,0.989366,0.990638,0.768338,0.061786,0.83431,0.929203,0.169066,0.895152,0.916591,0.035596,0.052156,0.818914 Objective 3.54388882803446E-22
180323 blackblob to Tao Leaf v02 100* 05:16:18 Parameters 0.985161,0.004404,0.991207,0.151358,0.972537,0.97178,0.021103,0.944099,0.037243,0.958136,0.035431,0.959437,0.042677,0.133123,0.993417,0.875289,0.896033,0.888382,0.962724,0.943411,0.533242,0.076986,0.958174,0.114222,0.045892,0.113217,0.956503,0.212563,0.001224,0.973581,0.84543,0.721311,0.096552,0.218175,0.137401,0.023489,0.993663,0.128525,0.100251 Objective 1.21962540760178E-22
180323 blackblob to Tao Leaf v02 100* 05:16:21 Parameters 0.916531,0.934739,0.969147,0.972471,0.203432,0.999626,0.95919,0.102529,0.03617,0.974813,0.097121,0.952155,0.965512,0.029451,0.973101,0.029541,0.504576,0.98272,0.950687,0.008086,0.974316,0.996023,0.024965,0.043339,0.975034,0.195163,0.358899,0.745864,0.107845,0.684754,0.994997,0.863786,0.945629,0.819368,0.046732,0.757213,0.03558,0.986897,0.095333 Objective 4.53468506934407E-25
180323 blackblob to Tao Leaf v02 100* 05:16:24 Parameters 0.167005,0.914742,0.271436,0.004231,0.486687,0.986829,0.420093,0.991574,0.003122,0.25077,0.889294,0.993985,0.951253,0.551837,0.508558,0.080463,0.301503,0.664931,0.999141,0.924965,0.323131,0.980799,0.120468,0.398201,0.041886,0.594851,0.015496,0.568456,0.003081,0.09629,0.938261,0.650926,0.962436,0.198249,0.109094,0.856722,0.963289,0.547316,0.277092 Objective 9.81392751384001E-29
180323 blackblob to Tao Leaf v02 100* 05:16:26 Parameters 0.493592,0.951558,0.277736,0.022518,0.198148,0.710154,0.100328,0.859734,0.094591,0.555295,0.846983,0.741766,0.823779,0.597175,0.798489,0.007411,0.591273,0.729867,0.707317,0.677113,0.274787,0.828775,0.200285,0.143591,0.001295,0.84873,0.185142,0.300894,0.173839,0.183788,0.932286,0.64931,0.982966,0.518103,0.43156,0.547248,0.6425,0.579398,0.275438 Objective 4.76704126429792E-22
180323 blackblob to Tao Leaf v02 100* 05:16:30 Parameters 0,0,1,1,0.000001,1,0,1,1,0,0,0.962246,1,0,1,0,1,0,1,0,1,1,0,0,0.519779,0,0,0,0,1,0,0,0,1,0.181226,1,1,0,1 Objective 1.58207932031028E-23
180323 blackblob to Tao Leaf v02 100* 05:16:33 Parameters 0.965998,0.861944,0.906902,0.981514,0.910026,0.004843,0.992951,0.902479,0.987096,0.350592,0.767737,0.05447,0.924955,0.061408,0.03606,0.975115,0.961619,0.082484,0.013749,0.074809,0.977474,0.989436,0.007842,0.035116,0.269353,0.991036,0.992486,0.965392,0.017796,0.050602,0.106881,0.147917,0.259726,0.223019,0.03038,0.013114,0.533516,0.177886,0.996218 Objective 2.19737110486004E-23
180323 blackblob to Tao Leaf v02 100* 05:16:35 Parameters 0.023724,0.114007,0.988075,0.728244,0.969919,0.035712,0.444057,0.89439,0.068743,0.005313,0.972629,0.965645,0.978728,0.054099,0.853722,0.983124,0.984169,0.020758,0.093383,0.853983,0.993735,0.087077,0.017705,0.044655,0.051766,0.004854,0.988788,0.933855,0.751055,0.973637,0.016407,0.062167,0.821095,0.969207,0.796656,0.818273,0.071128,0.756801,0.278689 Objective 8.7633188865553E-29
180323 blackblob to Tao Leaf v02 100* 05:16:38 Parameters 0.384701,0.164842,0.993189,0.025223,0.968498,0.961068,0.58794,0.985341,0.075615,0.832271,0.968141,0.321641,0.997141,0.011346,0.807486,0.015373,0.919666,0.175623,0.004419,0.034794,0.856551,0.869757,0.072631,0.759046,0.881112,0.339464,0.076048,0.787485,0.097021,0.922118,0.223445,0.176021,0.925621,0.020329,0.885674,0.998206,0.360831,0.04286,0.909455 Objective 6.29128112447096E-30
180323 blackblob to Tao Leaf v02 100* 05:16:41 Parameters 0.23644,0.977991,0.600518,0.140624,0.180709,0.715713,0.126252,0.995947,0.010989,0.49732,0.915002,0.997328,0.96569,0.294611,0.502795,0.000593,0.437385,0.432314,0.94621,0.62999,0.576444,0.985581,0.010729,0.160646,0.112774,0.839225,0.132778,0.379057,0.00441,0.41519,0.620181,0.382658,0.870281,0.253073,0.139416,0.580591,0.720475,0.278247,0.568955 Objective 6.23896048215185E-24
180323 blackblob to Tao Leaf v02 100* 05:16:43 Parameters 0.391751,0.961956,0.442236,0.009227,0.361881,0.868203,0.284798,0.956335,0.074979,0.391909,0.919604,0.910094,0.954244,0.394504,0.711753,0.021804,0.463128,0.557386,0.830261,0.730303,0.426491,0.934651,0.046521,0.277748,0.016282,0.675147,0.05632,0.467967,0.007805,0.227923,0.746179,0.532488,0.949325,0.367649,0.302932,0.740197,0.859489,0.401951,0.450584 Objective 0.138126134872437
180323 blackblob to Tao Leaf v02 100* 05:16:46 Parameters 0.433411,0.953854,0.448681,0,0.381002,0.895054,0.301797,0.939245,0.09119,0.380636,0.919339,0.914154,0.97724,0.365735,0.754102,0.031122,0.470698,0.549928,0.814877,0.713548,0.436464,0.906827,0.037951,0.28757,0.009409,0.640824,0.042268,0.486465,0,0.212974,0.724471,0.526045,0.955388,0.380161,0.326976,0.761956,0.894101,0.385024,0.478644 Objective 6.95999592946956E-28
180323 blackblob to Tao Leaf v02 100* 05:16:49 Parameters 0.01073,0.023566,0.922676,0.021514,0.044104,0.27324,0.066756,0.749176,0.876203,0.771935,0.940806,0.991515,0.217319,0.082283,0.781131,0.79364,0.999819,0.115831,0.978319,0.108023,0.88122,0.268911,0.940184,0.097383,0.988021,0.783971,0.89268,0.927949,0.046285,0.997463,0.037396,0.960951,0.983937,0.027212,0.015068,0.814356,0.007564,0.019108,0.107977 Objective 7.29885007614416E-22
180323 blackblob to Tao Leaf v02 100* 05:16:52 Parameters 0.260293,0.907034,0.993864,0.046159,0.015208,0.012409,0.02063,0.085834,0.28596,0.886452,0.038833,0.769034,0.035021,0.80162,0.1615,0.269523,0.016354,0.480311,0.983625,0.002204,0.150231,0.055382,0.666773,0.120235,0.938057,0.296653,0.81483,0.900659,0.000924,0.915027,0.103602,0.96871,0.223152,0.032885,0.080459,0.064255,0.621738,0.973667,0.69537 Objective 5.25495156062772E-25
180323 blackblob to Tao Leaf v02 100* 05:16:54 Parameters 0.10839,0.069604,0.586046,0.051883,0.129693,0.840877,0.754725,0.79123,0.03289,0.842478,0.186123,0.829613,0.661064,0.772233,0.111741,0.739584,0.798357,0.621376,0.922446,0.002391,0.806784,0.581558,0.280263,0.231934,0.937696,0.391428,0.488191,0.368844,0.016263,0.478902,0.373124,0.86426,0.745069,0.140095,0.161749,0.940102,0.331713,0.32994,0.788971 Objective 4.35789523627836E-21
180323 blackblob to Tao Leaf v02 100* 05:16:57 Parameters 0.309922,0.801192,0.39537,0.018341,0.258396,0.721942,0.200247,0.791836,0.170214,0.460255,0.762101,0.798834,0.811755,0.454114,0.554398,0.183424,0.442652,0.425836,0.952414,0.570696,0.352535,0.770543,0.174301,0.155334,0.160074,0.518682,0.212625,0.594286,0.001896,0.23516,0.796829,0.682144,0.827108,0.221603,0.165427,0.737611,0.709035,0.555291,0.566111 Objective 3.84934465508198E-25
180323 blackblob to Tao Leaf v02 100* 05:16:59 Parameters 0.252101,0.85902,0.378766,0.018212,0.319269,0.829037,0.336643,0.879915,0.147044,0.384102,0.93058,0.93439,0.860739,0.403093,0.546809,0.031284,0.524726,0.621154,0.757619,0.756187,0.377577,0.821562,0.053189,0.388786,0.143279,0.609319,0.147477,0.42296,0.000241,0.319463,0.80086,0.632382,0.926586,0.385747,0.296059,0.688259,0.754051,0.371221,0.367047 Objective 1.37035493036271E-25
180323 blackblob to Tao Leaf v02 100* 05:17:03 Parameters 0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1 Objective 1.3604659830473E-22
